NUMDOS|NUMDOSVERLING|ANCART|FILIERE|ETAPE|VERLING|FORMAT
HA825025|HA825025|P98280|FRA|60.62|F|PDFI
HA826025|HA826025|L22031|FRA|99.60|F|PDFI
HA827025|HA827025|L09752|FRA|99.60|F|PDFI
HA828025|HA828025|X45401|FRA|60.62|F|XML
HA828025|HA828025|X45401|FRA|60.62|F|PDFI
HA829025|HA829025|A09420|FRA|99.60|F|XML
HA829025|HA829025|A09420|FRA|99.60|F|PDFI
HA830025|HA830025|A09421|FRA|99.60|F|XML
HA830025|HA830025|A09421|FRA|99.60|F|PDFI
HA831025|HA831025|L17456|FRA|50.98|F|XML
HA831025|HA831025|L17456|FRA|50.98|F|PDFI
HA832025|HA832025|C71241|FRA|99.60|F|PDFI
HA833025|HA833025|Z71008|FRA|99.60|F|PDFI
HA834025|HA834025|Z70602-2|FRA|60.62|F|XML
HA834025|HA834025|Z70602-2|FRA|60.62|F|PDFI
HA835025|HA835025|Z70602-1|FRA|99.60|F|PDFI
HA836025|HA836025|A81951|FRA|99.60|F|PDFI
HA837025|HA837025|A36402|FRA|99.60|F|XML
HA837025|HA837025|A36402|FRA|99.60|F|PDFI
HA838025|HA838025|U02008|FRA|99.60|F|XML
HA838025|HA838025|U02008|FRA|99.60|F|PDFC
HA838025|HE838025|U02008|FRA|99.60|E|PDFI
HA987026|HA987026|C73835|FRA|99.60|F|PDFI
"HA988026|HA988026|""C15100 SECT. 537X""|FRA|50.98|F|"
HA989026|HA989026|D35361/A1|FRA|99.60|F|PDFI
HA990026|HA990026|D35362/AD1|FRA|99.60|F|XML
HA990026|HA990026|D35362/AD1|FRA|99.60|F|PDFI
HA991026|HA991026|C32106/A1|FRA|50.98|F|
HA992026|HA992026|C32103/A2|FRA|50.98|F|
HA993026|HA993026|C32080/A2|FRA|50.98|F|
HA994026|HA994026|C20409U|FRA|99.60|F|PDFI
HA995026|HA995026|C20420|FRA|99.60|F|PDFI
HA996026|HA996026|C32024U|FRA|60.62|F|XML
HA996026|HA996026|C32024U|FRA|60.62|F|PDFI
HA997026|HA997026|P98532-4|FRA|99.60|F|XML
HA997026|HA997026|P98532-4|FRA|99.60|F|PDFI
HA998026|HA998026|Z70301-4|FRA|50.98|F|
HA999026|HA999026|A49200-1|FRA|99.60|F|XML
HA999026|HA999026|A49200-1|FRA|99.60|F|PDFC
HA999026|HE999026|A49200-1|FRA|99.60|E|PDFI
HA000027|HA000027|A49201-1|FRA|99.60|F|XML
HA000027|HA000027|A49201-1|FRA|99.60|F|PDFC
HA000027|HE000027|A49201-1|FRA|99.60|E|PDFI
HA001027|HA001027|B50104|FRA|60.62|F|XML
HA001027|HA001027|B50104|FRA|60.62|F|PDFI
HA002027|HA002027|S91152|FRA|99.60|F|XML
HA002027|HA002027|S91152|FRA|99.60|F|PDFI
HA003027|HA003027|S91153|FRA|99.60|F|XML
HA003027|HA003027|S91153|FRA|99.60|F|PDFI
HA004027|HA004027|C93621|FRA|60.62|F|XML
HA004027|HA004027|C93621|FRA|60.62|F|PDFI
HA005027|HA005027|Z85506-1|FRA|60.62|F|XML
HA005027|HA005027|Z85506-1|FRA|60.62|F|PDFC
HA006027|HA006027|Z851008|FRA|50.98|E|
HA007027|HA007027|V32060-2|FRA|60.62|F|XML
HA007027|HA007027|V32060-2|FRA|60.62|F|PDFI
HA008027|HA008027|Z15024|FRA|99.60|F|PDFI
HA009027|HA009027|Z15025|FRA|99.60|F|PDFI
HA010027|HA010027|P98709|FRA|99.60|F|XML
HA010027|HA010027|P98709|FRA|99.60|F|PDFI
HA011027|HA011027|P98721|FRA|60.62|F|XML
HA011027|HA011027|P98721|FRA|60.62|F|PDFI
HA014025|HA014025|X43332|FRA|99.60|F|XML
HA014025|HA014025|X43332|FRA|99.60|F|PDFC
HA014025|HE014025|X43332|FRA|99.60|E|PDFI
HA015025|HA015025|S98105|FRA|99.60|F|XML
HA015025|HA015025|S98105|FRA|99.60|F|PDFI
HA016025|HA016025|X43060-2|FRA|60.62|F|XML
HA016025|HA016025|X43060-2|FRA|60.62|F|PDFC
HA016025|HE016025|X43060-2|FRA|60.62|E|PDFI
HA017025|HA017025|S98107|FRA|99.60|F|PDFI
HA018025|HA018025|P84506|FRA|60.62|F|XML
HA018025|HA018025|P84506|FRA|60.62|F|PDFI
HA019025|HA019025|X35111|FRA|99.60|F|PDFI
HA020025|HA020025|C34126|FRA|50.98|F|
HA021025|HA021025|R13002-3|FRA|99.60|F|PDFI
HA022025|HA022025|A05611|FRA|99.60|F|XML
HA022025|HA022025|A05611|FRA|99.60|F|PDFI
HA023025|HA023025|T90121|FRA|99.60|F|PDFI
HA024025|HA024025|X50109|FRA|60.62|F|XML
HA024025|HA024025|X50109|FRA|60.62|F|PDFI
HA025025|HA025025|Z70501|FRA|99.60|F|XML
HA025025|HA025025|Z70501|FRA|99.60|F|PDFI
HA026025|HA026025|C73140/A4|FRA|99.60|F|PDFI
HA027025|HA027025|C83112/A2U|FRA|99.60|F|XML
HA027025|HA027025|C83112/A2U|FRA|99.60|F|PDFI
HA028025|HA028025|C83132/A5U|FRA|99.60|F|XML
HA028025|HA028025|C83132/A5U|FRA|99.60|F|PDFI
HA029025|HA029025|C83411/A3U|FRA|99.60|F|XML
HA029025|HA029025|C83411/A3U|FRA|99.60|F|PDFI
HA030025|HA030025|C83110/A5U|FRA|99.60|F|XML
HA030025|HA030025|C83110/A5U|FRA|99.60|F|PDFI
HA031025|HA031025|Z65012|FRA|99.60|F|PDFI
HA032025|HA032025|X50107|FRA|60.62|F|XML
HA032025|HA032025|X50107|FRA|60.62|F|PDFI
HA033025|HA033025|X50108|FRA|60.62|F|XML
HA033025|HA033025|X50108|FRA|60.62|F|PDFI
HA034025|HA034025|Z71002|FRA|60.62|F|XML
HA034025|HA034025|Z71002|FRA|60.62|F|PDFI
HA035025|HA035025|Z13000|FRA|99.60|F|XML
HA035025|HA035025|Z13000|FRA|99.60|F|PDFI
HA036025|HA036025|P84316|FRA|99.60|F|XML
HA431025|HA431025|D35357|FRA|99.60|F|PDFI
HA431025|HE431025|D35357|FRA|99.60|E|PDFI
HA432025|HA432025|P21382|FRA|99.60|F|PDF_POD
HA432025|HA432025|P21382|FRA|99.60|F|XML
HA432025|HA432025|P21382|FRA|99.60|F|PDFC
HA433025|HA433025|P21381|FRA|60.62|F|XML
HA433025|HA433025|P21381|FRA|60.62|F|PDFC
HA434025|HA434025|P21374|FRA|60.62|F|XML
HA434025|HA434025|P21374|FRA|60.62|F|PDFC
HA435025|HA435025|L17409|FRA|99.60|F|PDFI
HA436025|HA436025|Z13100-1|FRA|99.60|F|PDFI
HA437025|HA437025|Z13100-2|FRA|99.60|F|PDFI
HA438025|HA438025|Z13100-3|FRA|99.60|F|PDFI
HA439025|HA439025|E29416|FRA|99.60|F|PDFI
HA440025|HA440025|X50811-1|FRA|99.60|F|PDFI
HA441025|HA441025|C75103/A1|FRA|50.98|F|
HA442025|HA442025|U34130-1|FRA|99.60|F|PDFC
HA442025|HE442025|U34130-1|FRA|99.60|E|PDFI
HA443025|HA443025|G08012|FRA|60.62|F|XML
HA443025|HA443025|G08012|FRA|60.62|F|PDFI
HA444025|HA444025|P98080-1|FRA|99.60|F|XML
HA444025|HA444025|P98080-1|FRA|99.60|F|PDFI
HA445025|HA445025|T60214|FRA|99.60|F|PDFI
HA446025|HA446025|B51142-2|FRA|60.62|F|XML
HA446025|HA446025|B51142-2|FRA|60.62|F|PDFI
HA447025|HA447025|B54051-1|FRA|99.60|F|PDFC
HA448025|HA448025|S93120|FRA|99.60|F|PDFI
HA449025|HA449025|M07070|FRA|60.62|F|XML
HA449025|HA449025|M07070|FRA|60.62|F|PDFI
HA450025|HA450025|P25362|FRA|99.60|F|XML
HA450025|HA450025|P25362|FRA|99.60|F|PDFI
HA451025|HA451025|K12202|FRA|60.62|F|XML
HA451025|HA451025|K12202|FRA|60.62|F|PDFI
HA452025|HA452025|T75244|FRA|60.62|F|XML
HA452025|HA452025|T75244|FRA|60.62|F|PDFI
HA453025|HA453025|A06356|FRA|99.60|F|XML
HA453025|HA453025|A06356|FRA|99.60|F|PDFI
HA454025|HA454025|D30512|FRA|99.60|F|XML
HA454025|HA454025|D30512|FRA|99.60|F|PDFI
HA455025|HA455025|Z71006|FRA|99.60|F|PDFI
HA456025|HA456025|C86901U|FRA|99.60|F|XML
HA839025|HA839025|L10270-1|FRA|60.62|F|XML
HA839025|HA839025|L10270-1|FRA|60.62|F|PDFI
HA840025|HA840025|P84505|FRA|99.60|F|PDFI
HA841025|HA841025|P84504|FRA|99.60|F|XML
HA841025|HA841025|P84504|FRA|99.60|F|PDFI
HA842025|HA842025|P84502-1|FRA|60.62|F|XML
HA842025|HA842025|P84502-1|FRA|60.62|F|PDFI
HA843025|HA843025|Z66388|FRA|50.98|F|
HA844025|HA844025|Z66389|FRA|50.98|F|
HA845025|HA845025|M88709|FRA|99.60|F|XML
HA845025|HA845025|M88709|FRA|99.60|F|PDFI
HA846025|HA846025|Z70504|FRA|60.62|F|XML
HA846025|HA846025|Z70504|FRA|60.62|F|PDFI
HA847025|HA847025|X50122-2|FRA|99.60|F|PDFI
HA848025|HA848025|B52001-5|FRA|99.60|F|PDFI
HA849025|HA849025|C75201|FRA|99.60|F|PDFC
HA850025|HA850025|C75202|FRA|50.98|F|
HA851025|HA851025|C75203|FRA|50.98|F|
HA852025|HA852025|C75204|FRA|50.98|F|
HA853025|HA853025|C75205|FRA|50.98|F|
HA854025|HA854025|C75206|FRA|50.98|F|
HA855025|HA855025|C75207|FRA|50.98|F|
HA856025|HA856025|Z70051-9|FRA|99.60|F|PDFI
HA857025|HA857025|Z70051-8|FRA|99.60|F|PDFI
HA858025|HA858025|C73635/A1|FRA|99.60|F|PDFI
HA859025|HA859025|Z70051-6|FRA|99.60|F|PDFI
HA860025|HA860025|Z70051-5|FRA|99.60|F|PDFI
HA861025|HA861025|Z70050-42|FRA|50.98|F|
HA862025|HA862025|Z70051-4|FRA|99.60|F|PDFI
HA863025|HA863025|Z70050-32|FRA|50.98|F|
HA864025|HA864025|Z70051-3|FRA|99.60|F|PDFI
HA865025|HA865025|Z70050-23|FRA|50.98|F|
HA866025|HA866025|Z70050-22|FRA|50.98|F|
HA867025|HA867025|Z70050-21|FRA|50.98|F|
HA868025|HA868025|Z70051-1|FRA|99.60|F|PDFI
HA869025|HA869025|Z70051-7|FRA|99.60|F|PDFI
HA870025|HA870025|L24982|FRA|99.60|F|PDFI
HA871025|HA871025|L24983|FRA|99.60|F|PDFI
HA872025|HA872025|L24984|FRA|99.60|F|PDFI
HA873025|HA873025|L24985|FRA|99.60|F|PDFI
HA874025|HA874025|L24986|FRA|99.60|F|PDFI
HA875025|HA875025|L17457|FRA|60.62|F|XML
HA875025|HA875025|L17457|FRA|60.62|F|PDFI
HA876025|HA876025|E26113|FRA|99.60|F|PDFI
HA877025|HA877025|M07079|FRA|99.60|F|PDFI
HA878025|HA878025|T66032|FRA|99.60|F|PDFI
HA879025|HA879025|Z81242|FRA|50.98|E|
HA880025|HA880025|A84340|FRA|99.60|F|PDFI
HA012027|HA012027|P98722|FRA|60.62|F|XML
HA012027|HA012027|P98722|FRA|60.62|F|PDFI
HA013027|HA013027|P98231-2|FRA|60.62|F|XML
HA013027|HA013027|P98231-2|FRA|60.62|F|PDFI
HA014027|HA014027|P98251-2|FRA|60.62|F|XML
HA014027|HA014027|P98251-2|FRA|60.62|F|PDFI
HA015027|HA015027|G07137|FRA|99.60|F|PDFI
HA016027|HA016027|B41202|FRA|99.60|F|PDFC
HA017027|HA017027|P94160-2|FRA|60.62|F|XML
HA017027|HA017027|P94160-2|FRA|60.62|F|PDFI
HA018027|HA018027|Z46001|FRA|60.62|F|XML
HA018027|HA018027|Z46001|FRA|60.62|F|PDFI
HA019027|HA019027|Z46003|FRA|60.62|F|XML
HA019027|HA019027|Z46003|FRA|60.62|F|PDFI
HA020027|HA020027|Z70032-10|FRA|50.98|F|
HA021027|HA021027|E48035|FRA|99.60|F|PDFI
HA022027|HA022027|X31008-6|FRA|99.60|F|XML
HA022027|HA022027|X31008-6|FRA|99.60|F|PDFI
HA023027|HA023027|Z66394|FRA|50.98|F|
HA024027|HA024027|C33002|FRA|99.60|F|XML
HA024027|HA024027|C33002|FRA|99.60|F|PDFI
HA025027|HA025027|B53601-1|FRA|99.60|F/E/D|XML
HA025027|HA025027|B53601-1|FRA|99.60|F/E/D|PDFC
HA026027|HA026027|B53601-3|FRA|99.60|F/E/D|PDF_POD
HA026027|HA026027|B53601-3|FRA|99.60|F/E/D|XML
HA026027|HA026027|B53601-3|FRA|99.60|F/E/D|PDFC
HA027027|HA027027|R19110-1|FRA|60.62|F|XML
HA027027|HA027027|R19110-1|FRA|60.62|F|PDFI
HA028027|HA028027|R19110-2|FRA|60.62|F|XML
HA028027|HA028027|R19110-2|FRA|60.62|F|PDFI
HA029027|HA029027|L10600-1/A1|FRA|99.60|F|XML
HA029027|HA029027|L10600-1/A1|FRA|99.60|F|PDFI
HA030027|HA030027|L10601-1/A1|FRA|60.62|F|XML
HA030027|HA030027|L10601-1/A1|FRA|60.62|F|PDFI
HA031027|HA031027|L10602-1/A1|FRA|99.60|F|XML
HA031027|HA031027|L10602-1/A1|FRA|99.60|F|PDFI
HA032027|HA032027|L22441|FRA|99.60|F|PDFI
HA033027|HA033027|L22442|FRA|99.60|F|PDFI
HA034027|HA034027|L22443|FRA|99.60|F|PDFI
HA035027|HA035027|L22444|FRA|99.60|F|PDFI
HA036027|HA036027|S74526|FRA|60.62|F|XML
HA036025|HA036025|P84316|FRA|99.60|F|PDFI
HA037025|HA037025|P84303|FRA|99.60|F|XML
HA037025|HA037025|P84303|FRA|99.60|F|PDFI
HA038025|HA038025|E04555|FRA|99.60|F|PDFI
HA039025|HA039025|T54321|FRA|60.62|F|XML
HA039025|HA039025|T54321|FRA|60.62|F|PDFI
HA040025|HA040025|P22630|FRA|60.62|F|XML
HA040025|HA040025|P22630|FRA|60.62|F|PDFI
HA041025|HA041025|C83413/A3U|FRA|99.60|F|XML
HA041025|HA041025|C83413/A3U|FRA|99.60|F|PDFI
HA042025|HA042025|D35327|FRA|99.60|F|PDFI
HA043025|HA043025|Z70502|FRA|99.60|F|XML
HA043025|HA043025|Z70502|FRA|99.60|F|PDFI
HA044025|HA044025|L10315|FRA|60.62|F|XML
HA044025|HA044025|L10315|FRA|60.62|F|PDFI
HA045025|HA045025|L10310|FRA|60.62|F|XML
HA045025|HA045025|L10310|FRA|60.62|F|PDFI
HA046025|HA046025|L19101-1|FRA|60.62|F|XML
HA046025|HA046025|L19101-1|FRA|60.62|F|PDFI
HA047025|HA047025|L19101-2|FRA|60.62|F|XML
HA047025|HA047025|L19101-2|FRA|60.62|F|PDFI
HA048025|HA048025|A82740|FRA|60.62|F|XML
HA048025|HA048025|A82740|FRA|60.62|F|PDFI
HA049025|HA049025|A82108|FRA|60.62|F|XML
HA049025|HA049025|A82108|FRA|60.62|F|PDFI
HA050025|HA050025|A82104-3|FRA|99.60|F|XML
HA050025|HA050025|A82104-3|FRA|99.60|F|PDFI
HA051025|HA051025|A82104-1|FRA|99.60|F|PDFI
HA052025|HA052025|A82104-2|FRA|99.60|F|PDFI
HA053025|HA053025|A82102|FRA|60.62|F|XML
HA053025|HA053025|A82102|FRA|60.62|F|PDFI
HA054025|HA054025|A82101|FRA|60.62|F|XML
HA054025|HA054025|A82101|FRA|60.62|F|PDFI
HA055025|HA055025|A82030|FRA|99.60|F|XML
HA055025|HA055025|A82030|FRA|99.60|F|PDFI
HA056025|HA056025|Z70901-3|FRA|99.60|E|PDFI
HA057025|HA057025|Z70901-2|FRA|99.60|E|PDFI
HA058025|HA058025|C73851|FRA|99.60|F|PDFI
HA059025|HA059025|A84441|FRA|60.62|F|XML
HA059025|HA059025|A84441|FRA|60.62|F|PDFI
HA060025|HA060025|H35100|FRA|99.60|F|PDFI
HA456025|HA456025|C86901U|FRA|99.60|F|PDFI
HA457025|HA457025|X50210|FRA|99.60|F|XML
HA457025|HA457025|X50210|FRA|99.60|F|PDFI
HA458025|HA458025|A36220|FRA|99.60|F|PDFI
HA459025|HA459025|D63004|FRA|99.60|F|XML
HA459025|HA459025|D63004|FRA|99.60|F|PDFI
HA460025|HA460025|E04057|FRA|99.60|F|PDFI
HA461025|HA461025|C20761|FRA|99.60|F|PDFI
HA462025|HA462025|P16321-5|FRA|99.60|F|XML
HA462025|HA462025|P16321-5|FRA|99.60|F|PDFI
HA463025|HA463025|F67001-6|FRA|99.60|F|PDFI
HA464025|HA464025|P36410|FRA|99.60|F|PDFC
HA465025|HA465025|F31118|FRA|99.60|F|XML
HA465025|HA465025|F31118|FRA|99.60|F|PDFI
HA466025|HA466025|P98123|FRA|99.60|F|PDFI
HA467025|HA467025|P98086|FRA|99.60|F|XML
HA467025|HA467025|P98086|FRA|99.60|F|PDFI
HA468025|HA468025|P98250-5|FRA|99.60|F|XML
HA468025|HA468025|P98250-5|FRA|99.60|F|PDFI
HA469025|HA469025|D35300|FRA|60.62|F|XML
HA469025|HA469025|D35300|FRA|60.62|F|PDFI
HA470025|HA470025|T60185|FRA|60.62|F|XML
HA470025|HA470025|T60185|FRA|60.62|F|PDFI
HA471025|HA471025|T60188|FRA|60.62|F|XML
HA471025|HA471025|T60188|FRA|60.62|F|PDFI
HA472025|HA472025|C97132|FRA|99.60|F|PDFI
HA473025|HA473025|T43101|FRA|99.60|F|XML
HA473025|HA473025|T43101|FRA|99.60|F|PDFI
HA474025|HA474025|F79189|FRA|99.60|F|XML
HA474025|HA474025|F79189|FRA|99.60|F|PDFC
HA475025|HA475025|A89232|FRA|99.60|F|PDFI
HA476025|HA476025|U51440|FRA|50.98|F|
HA477025|HA477025|U51434|FRA|50.98|F|
HA478025|HA478025|C52742|FRA|99.60|F|PDFI
HA479025|HA479025|P90100|FRA|99.60|F|PDFI
HA480025|HA480025|P90101|FRA|99.60|F|PDFI
HA481025|HA481025|C01541|FRA|99.60|F|XML
HA481025|HA481025|C01541|FRA|99.60|F|PDFI
HA482025|HA482025|C20921-1|FRA|99.60|F|PDFI
HA483025|HA483025|C20921-2|FRA|99.60|F|PDFI
HA881025|HA881025|E49003-2|FRA|99.60|F|PDFI
HA882025|HA882025|E49003-3|FRA|99.60|F|PDFI
HA883025|HA883025|P94242-1|FRA|60.62|F|XML
HA883025|HA883025|P94242-1|FRA|60.62|F|PDFI
HA884025|HA884025|C20341|FRA|99.60|F|XML
HA884025|HA884025|C20341|FRA|99.60|F|PDFI
HA885025|HA885025|C20300-3-1|FRA|50.98|F|
HA886025|HA886025|U14303|FRA|99.60|F|XML
HA886025|HA886025|U14303|FRA|99.60|F|PDFI
HA887025|HA887025|C58611|FRA|99.60|F|XML
HA887025|HA887025|C58611|FRA|99.60|F|PDFI
HA888025|HA888025|C46102|FRA|60.62|F|XML
HA888025|HA888025|C46102|FRA|60.62|F|PDFI
HA889025|HA889025|E74313|FRA|99.60|F|PDFI
HA890025|HA890025|E25773|FRA|99.60|F|PDFI
HA891025|HA891025|U02015|FRA|99.60|F|XML
HA891025|HA891025|U02015|FRA|99.60|F|PDFI
HA892025|HA892025|E49049|FRA|99.60|F|PDFI
HA893025|HA893025|B42003|FRA|99.60|F|PDFI
HA894025|HA894025|E29306-1|FRA|99.60|F|XML
HA894025|HA894025|E29306-1|FRA|99.60|F|PDFI
HA895025|HA895025|E48501|FRA|99.60|F|PDFI
HA896025|HA896025|C73867|FRA|99.60|F|PDFI
HA897025|HA897025|C73868|FRA|99.60|F|PDFI
HA898025|HA898025|C03259|FRA|99.60|F|XML
HA898025|HA898025|C03259|FRA|99.60|F|PDFI
HA899025|HA899025|A88121|FRA|99.60|F|PDFI
HA899025|HE899025|A88121|FRA|99.60|E|PDFI
HA900025|HA900025|P94151|FRA|60.62|F|XML
HA900025|HA900025|P94151|FRA|60.62|F|PDFI
HA901025|HA901025|P94070|FRA|60.62|F|XML
HA901025|HA901025|P94070|FRA|60.62|F|PDFI
HA902025|HA902025|L10006|FRA|99.60|F|PDFI
HA903025|HA903025|C47741|FRA|99.60|F|XML
HA903025|HA903025|C47741|FRA|99.60|F|PDFI
HA904025|HA904025|C46619|FRA|60.62|F|PDFI
HA905025|HA905025|C97142-2|FRA|60.62|F|XML
HA905025|HA905025|C97142-2|FRA|60.62|F|PDFI
HA906025|HA906025|C97142-3|FRA|60.62|F|XML
HA906025|HA906025|C97142-3|FRA|60.62|F|PDFI
HA907025|HA907025|C97155|FRA|60.62|F|XML
HA036027|HA036027|S74526|FRA|60.62|F|PDFI
HA037027|HA037027|P18310|FRA|99.60|F|PDFC
HA037027|HE037027|P18310|FRA|99.60|E|PDFI
HA038027|HA038027|T47150|FRA|99.60|F|PDFC
HA039027|HA039027|C20940/A1|FRA|50.98|F|
HA040027|HA040027|E64601-1|FRA|99.60|F|PDFC
HA040027|HE040027|E64601-1|FRA|99.60|E|PDFI
HA041027|HA041027|C61113|FRA|99.60|F|XML
HA041027|HA041027|C61113|FRA|99.60|F|PDFI
HA836198|HE836198|X50592|FRA|60.62|E|PDFI
HA164202|HA164202|E35413PR|FRA|40.21|F/E|PDFC
HA282194|HE282194|E51729-4|FRA|60.62|E|XML
HA525196|HE525196|C96260-4|FRA|60.62|E|PDFI
HA043027|HA043027|Z84342-1|FRA|50.98|E|
HA044027|HA044027|C34111|FRA|60.62|F|XML
HA044027|HA044027|C34111|FRA|60.62|F|PDFI
HA045027|HA045027|C92130/A1|FRA|99.60|F|PDFI
HA046027|HA046027|C63423/A1|FRA|99.60|F|XML
HA046027|HA046027|C63423/A1|FRA|99.60|F|PDFI
HA047027|HA047027|C31001/A1|FRA|50.98|F|
HA048027|HA048027|C31002/A1|FRA|50.98|F|
HA049027|HA049027|C31004/A1|FRA|50.98|F|
HA050027|HA050027|C01191/A2|FRA|99.60|F|XML
HA050027|HA050027|C01191/A2|FRA|99.60|F|PDFI
HA051027|HA051027|C48331-5-3|FRA|99.60|F|XML
HA051027|HA051027|C48331-5-3|FRA|99.60|F|PDFC
HA052027|HA052027|C26181|FRA|99.60|F|PDFI
HA053027|HA053027|C20001|FRA|60.62|F|XML
HA053027|HA053027|C20001|FRA|60.62|F|PDFI
HA054027|HA054027|C42322|FRA|99.60|F|XML
HA054027|HA054027|C42322|FRA|99.60|F|PDFI
HA055027|HA055027|C46401|FRA|99.60|F|XML
HA055027|HA055027|C46401|FRA|99.60|F|PDFI
HA056027|HA056027|C46402|FRA|99.60|F|XML
HA056027|HA056027|C46402|FRA|99.60|F|PDFI
HA057027|HA057027|C46410|FRA|99.60|F|PDFI
HA058027|HA058027|E25431|FRA|50.98|F|
HA059027|HA059027|E25131|FRA|50.98|F|
HA060027|HA060027|E25132|FRA|50.98|F|
HA061027|HA061027|E25432|FRA|50.98|F|
HA062027|HA062027|G46002-7|FRA|60.62|F|XML
HA062027|HA062027|G46002-7|FRA|60.62|F|PDFC
HA062027|HE062027|G46002-7|FRA|60.62|E|PDFI
HA063027|HA063027|L21215|FRA|60.62|F|XML
HA063027|HA063027|L21215|FRA|60.62|F|PDFI
HA064027|HA064027|E65110-1|FRA|50.98|F|
HA065027|HA065027|E65110-2|FRA|50.98|F|
HA066027|HA066027|E65100-3|FRA|99.60|F|XML
HA016028|HA016028|S10016|FRA|60.62|F|PDFI
HA017028|HA017028|G35048|FRA|99.60|F|PDFC
HA018028|HA018028|G35023|FRA|99.60|F|PDFC
HA019028|HA019028|G35045|FRA|99.60|F|PDFC
HA020028|HA020028|D35322/A1|FRA|99.60|F|XML
HA020028|HA020028|D35322/A1|FRA|99.60|F|PDFC
HA020028|HE020028|D35322/A1|FRA|99.60|E|PDFI
HA021028|HA021028|K19200|FRA|99.60|F|PDFI
HA022028|HA022028|K19202|FRA|99.60|F|PDFI
HA023028|HA023028|K19203|FRA|99.60|F|PDFI
HA024028|HA024028|P98248-2|FRA|60.62|F|XML
HA024028|HA024028|P98248-2|FRA|60.62|F|PDFI
HA025028|HA025028|P98300|FRA|60.62|F|XML
HA025028|HA025028|P98300|FRA|60.62|F|PDFI
HA026028|HA026028|P99400|FRA|99.60|F|XML
HA026028|HA026028|P99400|FRA|99.60|F|PDFI
HA027028|HA027028|E55300|FRA|99.60|F|PDFI
HA028028|HA028028|D61003|FRA|99.60|F|PDFC
HA029028|HA029028|C71007/A12|FRA|99.60|F|XML
HA029028|HA029028|C71007/A12|FRA|99.60|F|PDFI
HA030028|HA030028|L10005-2|FRA|60.62|F|XML
HA030028|HA030028|L10005-2|FRA|60.62|F|PDFI
HA031028|HA031028|F01126|FRA|99.60|F|PDFI
HA031028|HE031028|F01126|FRA|99.60|E|PDFI
HA032028|HA032028|G07155|FRA|60.62|F|XML
HA032028|HA032028|G07155|FRA|60.62|F|PDFI
HA033028|HA033028|E27951|FRA|60.62|F|XML
HA033028|HA033028|E27951|FRA|60.62|F|PDFC
HA033028|HE033028|E27951|FRA|60.62|E|PDFI
HA034028|HA034028|E48061|FRA|60.62|F|XML
HA034028|HA034028|E48061|FRA|60.62|F|PDFI
HA035028|HA035028|P18861|FRA|99.60|F|XML
HA035028|HA035028|P18861|FRA|99.60|F|PDFI
HA036028|HA036028|P18860|FRA|99.60|F|XML
HA036028|HA036028|P18860|FRA|99.60|F|PDFI
HA037028|HA037028|P18857|FRA|99.60|F|XML
HA037028|HA037028|P18857|FRA|99.60|F|PDFI
HA038028|HA038028|P18854|FRA|99.60|F|XML
HA038028|HA038028|P18854|FRA|99.60|F|PDFI
HA039028|HA039028|P18852|FRA|99.60|F|XML
HA436028|HA436028|Q03044|FRA|99.60|F|XML
HA436028|HA436028|Q03044|FRA|99.60|F|PDFI
HA437028|HA437028|S93230-1|FRA|99.60|F|XML
HA437028|HA437028|S93230-1|FRA|99.60|F|PDFC
HA437028|HE437028|S93230-1|FRA|99.60|E|PDFI
HA438028|HA438028|X43290|FRA|99.60|F|XML
HA438028|HA438028|X43290|FRA|99.60|F|PDFI
HA439028|HA439028|S93124|FRA|99.60|F|XML
HA439028|HA439028|S93124|FRA|99.60|F|PDFI
HA440028|HA440028|X35207|FRA|99.60|F|PDFI
HA441028|HA441028|C90303-10|FRA|60.62|F|XML
HA441028|HA441028|C90303-10|FRA|60.62|F|PDFI
HA442028|HA442028|C90302-7|FRA|60.62|F|XML
HA442028|HA442028|C90302-7|FRA|60.62|F|PDFI
HA443028|HA443028|A80020|FRA|99.60|F|XML
HA443028|HA443028|A80020|FRA|99.60|F|PDFI
HA444028|HA444028|C91002-12|FRA|50.98|F|
HA445028|HA445028|Z13030|FRA|99.60|F|XML
HA445028|HA445028|Z13030|FRA|99.60|F|PDFI
HA446028|HA446028|Z63400|FRA|99.60|F|PDFI
HA447028|HA447028|P16321-7|FRA|99.60|F|XML
HA447028|HA447028|P16321-7|FRA|99.60|F|PDFC
HA448028|HA448028|T54901|FRA|99.60|F|XML
HA448028|HA448028|T54901|FRA|99.60|F|PDFC
HA449028|HA449028|T54902|FRA|99.60|F|XML
HA449028|HA449028|T54902|FRA|99.60|F|PDFC
HA450028|HA450028|T54903|FRA|99.60|F|XML
HA450028|HA450028|T54903|FRA|99.60|F|PDFC
HA451028|HA451028|T54904|FRA|99.60|F|PDFC
HA452028|HA452028|X10702-1|FRA|99.60|F|PDFI
HA453028|HA453028|P31309|FRA|99.60|F|XML
HA453028|HA453028|P31309|FRA|99.60|F|PDFI
HA454028|HA454028|P16150-4|FRA|99.60|F|PDFC
HA455028|HA455028|P92101|FRA|50.98|F|
HA456028|HA456028|L22571|FRA|99.60|F|XML
HA456028|HA456028|L22571|FRA|99.60|F|PDFI
HA457028|HA457028|B34003|FRA|60.62|F|PDFC
HA457028|HE457028|B34003|FRA|60.62|E|PDFI
